,region,tg,prob,eval,taxid,lineage,dbStartPos,dbEndPos,qStartPos,qEndPos
1191,beam,AF-A0A7R9DV82-F1-model_v6,1.0,3.71e-05,170557.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Phasmatodea;Timematodea;Timematoidea;Timematidae;Timema;Timema poppense,2,110,744,852
1192,beam,AF-A0A8T3BQT5-F1-model_v6,1.0,0.0434,94219.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;Asparagales;Orchidaceae;Epidendroideae;Malaxideae;Dendrobiinae;Dendrobium;Dendrobium nobile,2,161,681,852
1193,beam,AF-A0A7S3NTQ2-F1-model_v6,1.0,0.00556,5936.0,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Hypotrichia;Euplotida;Euplotidae;Moneuplotes;Moneuplotes crassus,2,92,761,851
1194,beam,AF-A0A3P7LZL4-F1-model_v6,1.0,1.01e-09,60516.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Cestoda;Eucestoda;Diphyllobothriidea;Diphyllobothriidae;Dibothriocephalus;Dibothriocephalus latus,1,170,683,852
1195,beam,AF-X6NCG9-F1-model_v6,1.0,0.0107,46433.0,cellular organisms;Eukaryota;Sar;Rhizaria;Retaria;Foraminifera;Monothalamids;Reticulomyxidae;Reticulomyxa;Reticulomyxa filosa,45,235,331,509
1196,beam,AF-A9UTL7-F1-model_v6,1.0,5.82e-05,81824.0,cellular organisms;Eukaryota;Opisthokonta;Choanoflagellata;Craspedida;Salpingoecidae;Monosiga;Monosiga brevicollis,2,149,704,851
1197,beam,AF-V5DJU7-F1-model_v6,1.0,0.00184,1416333.0,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae;Trypanosoma;Schizotrypanum;Trypanosoma cruzi;Trypanosoma cruzi Dm28c,3,140,711,851
1198,beam,AF-A0A060WR02-F1-model_v6,1.0,1.78e-08,8022.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Protacanthopterygii;Salmoniformes;Salmonidae;Salmoninae;Oncorhynchus;Oncorhynchus mykiss,2,232,350,567
1199,beam,AF-A0ABD0N4J5-F1-model_v6,1.0,3.75e-10,683832.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Otomorpha;Ostariophysi;Otophysi;Cypriniphysae;Cypriniformes;Cyprinoidei;Cyprinidae;Labeoninae;Labeonini;Cirrhinus;Cirrhinus mrigala,2,224,350,574
1200,beam,AF-A0A3P7JHJ4-F1-model_v6,1.0,1.71e-08,40348.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Strongyloidea;Strongylidae;Strongylus;Strongylus vulgaris,25,219,653,849
1201,beam,AF-A9UT35-F1-model_v6,1.0,3.42e-05,81824.0,cellular organisms;Eukaryota;Opisthokonta;Choanoflagellata;Craspedida;Salpingoecidae;Monosiga;Monosiga brevicollis,1,148,704,851
1202,beam,AF-A0A3P7DXQ6-F1-model_v6,1.0,6.34e-07,6293.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Spirurina;Spiruromorpha;Filarioidea;Onchocercidae;Wuchereria;Wuchereria bancrofti,2,214,634,852
1204,beam,AF-A0A820UGJ7-F1-model_v6,1.0,0.00773,392030.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Bdelloidea;Philodinida;Philodinidae;Rotaria;Rotaria magnacalcarata,1,69,784,852
1205,beam,AF-L1JJU6-F1-model_v6,1.0,0.000631,905079.0,cellular organisms;Eukaryota;Cryptophyceae;Pyrenomonadales;Geminigeraceae;Guillardia;Guillardia theta;Guillardia theta CCMP2712,2,148,703,851
1206,beam,MGYP003659983324,1.0,7.53e-09,28612.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Diptera;Brachycera;Muscomorpha;Eremoneura;Cyclorrhapha;Schizophora;Acalyptratae;Tephritoidea;Tephritidae;Trypetinae;Carpomyini;Carpomyina;Rhagoletis;Rhagoletis zephyria,2,208,646,852
1207,beam,AF-A0A5J5CCA7-F1-model_v6,1.0,1.78e-08,54343.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Perciformes;Percoidei;Percidae;Etheostomatinae;Etheostoma;Oligocephalus;Etheostoma spectabile,2,206,350,556
1208,beam,AF-A2Q5Z4-F1-model_v6,1.0,0.000355,3880.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Fabales;Fabaceae;Papilionoideae;50 kb inversion clade;NPAAA clade;Hologalegina;IRL clade;Trifolieae;Medicago;Medicago truncatula,11,168,702,852
1209,beam,AF-C3ZYD5-F1-model_v6,1.0,2.17e-05,7739.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Cephalochordata;Leptocardii;Amphioxiformes;Branchiostomatidae;Branchiostoma;Branchiostoma floridae,1,142,703,851
1210,beam,AF-A0A8D9EAQ3-F1-model_v6,1.0,0.0034,428564.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Sternorrhyncha;Psylloidea;Psyllidae;Psyllinae;Cacopsylla;Cacopsylla melanoneura,30,196,624,782
1211,beam,AF-A0A1Y3AKM2-F1-model_v6,1.0,7.24e-10,6958.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Astigmata;Psoroptidia;Analgoidea;Pyroglyphidae;Pyroglyphinae;Euroglyphus;Euroglyphus maynei,2,180,672,851
1212,beam,MGYP004149150687,1.0,0.0265,946362.0,cellular organisms;Eukaryota;Opisthokonta;Choanoflagellata;Craspedida;Salpingoecidae;Salpingoeca;Salpingoeca rosetta,13,163,365,504
1213,beam,AF-A0A183V7R9-F1-model_v6,1.0,4.03e-05,6265.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Spirurina;Ascaridomorpha;Ascaridoidea;Toxocaridae;Toxocara;Toxocara canis,2,126,368,496
1214,beam,AF-A0A1S4EIH6-F1-model_v6,1.0,5.65e-09,121845.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Paraneoptera;Hemiptera;Sternorrhyncha;Psylloidea;Psyllidae;Diaphorininae;Diaphorina;Diaphorina citri,1,149,703,851
1215,beam,AF-A0A314UC08-F1-model_v6,1.0,0.00132,2094558.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Rosales;Rosaceae;Amygdaloideae;Amygdaleae;Prunus;Prunus yedoensis;Prunus yedoensis var. nudiflora,2,150,706,851
1216,beam,AF-A0A915CNU1-F1-model_v6,1.0,0.0288,166011.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Tylenchomorpha;Sphaerularioidea;Anguinidae;Anguininae;Ditylenchus;Ditylenchus dipsaci,3,120,732,850
1217,beam,AF-A0A5K0XRD1-F1-model_v6,1.0,0.0155,210225.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Nymphaeales;Nymphaeaceae;Nymphaea;Nymphaea colorata,3,131,708,833
1218,beam,AF-A0A7S3NXD3-F1-model_v6,1.0,0.0107,5936.0,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Hypotrichia;Euplotida;Euplotidae;Moneuplotes;Moneuplotes crassus,11,107,755,851
1219,beam,AF-A0A6A0H1N2-F1-model_v6,1.0,1.57e-05,294128.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Multicrustacea;Malacostraca;Eumalacostraca;Peracarida;Amphipoda;Senticaudata;Talitrida;Talitroidea;Hyalellidae;Hyalella;Hyalella azteca,4,120,372,493
1375,pore,AF-A0A132A596-F1-model_v6,1.0,3.17e-37,52283.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Chelicerata;Arachnida;Acari;Acariformes;Sarcoptiformes;Astigmata;Psoroptidia;Sarcoptoidea;Sarcoptidae;Sarcoptinae;Sarcoptes;Sarcoptes scabiei,778,1168,2,365
1397,pore,AF-A0ABD2L1S8-F1-model_v6,1.0,6.93e-10,157864.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Tylenchomorpha;Tylenchoidea;Heteroderidae;Heteroderinae;Heterodera;Heterodera trifolii,859,1060,5,192
1422,pore,AF-A0A812U4U4-F1-model_v6,1.0,2.01e-13,631055.0,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Suessiales;Symbiodiniaceae;Symbiodinium;unclassified Symbiodinium;Symbiodinium sp. CCMP2592,556,975,8,364
1447,pore,3jac-assembly1_C,1.0,2.0100000000000002e-56,10090.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Muridae;Murinae;Mus;Mus;Mus musculus,560,918,2,362
1463,pore,AF-A0A812CG58-F1-model_v6,1.0,3.45e-17,158019.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Mollusca;Cephalopoda;Coleoidea;Decapodiformes;Sepiida;Sepiina;Sepiidae;Acanthosepion;Acanthosepion pharaonis,651,876,144,365
1469,pore,AF-A0AAV2JTX8-F1-model_v6,1.0,1.66e-42,637954.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Gobiaria;Gobiiformes;Gobioidei;Gobiidae;Gobiinae;Knipowitschia;Knipowitschia caucasica,484,850,2,365
1474,pore,AF-A0A1I7WEY3-F1-model_v6,1.0,1.79e-06,37862.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Strongyloidea;Heterorhabditidae;Heterorhabditis;Heterorhabditis bacteriophora,705,838,224,365
1475,pore,AF-A0A7S0DDN7-F1-model_v6,1.0,1.88e-18,38833.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas pusilla,391,801,5,363
1483,pore,AF-A0A7S3SFH1-F1-model_v6,1.0,8.47e-16,2903.0,cellular organisms;Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Isochrysidales;Noelaerhabdaceae;Emiliania;Emiliania huxleyi,470,801,5,310
1503,pore,AF-C5KDI0-F1-model_v6,1.0,3.42e-15,423536.0,cellular organisms;Eukaryota;Sar;Alveolata;Perkinsozoa;Perkinsea;Perkinsida;Perkinsidae;Perkinsus;Perkinsus marinus;Perkinsus marinus ATCC 50983,236,627,6,364
1513,pore,AF-A0A7R9P7Y6-F1-model_v6,1.0,9.02e-30,61474.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Polyneoptera;Phasmatodea;Timematodea;Timematoidea;Timematidae;Timema;Timema californicum,160,696,2,365
1517,pore,AF-A0A8J4FRJ2-F1-model_v6,1.0,2.71e-15,1737510.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Volvocaceae;Volvox;Volvox reticuliferus,29,699,5,365
1522,pore,AF-A0A7S1QMS3-F1-model_v6,1.0,5.32e-16,2925.0,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium catenella,242,626,8,364
1529,pore,AF-B8A8K1-F1-model_v6,1.0,2.32e-19,39946.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Poaceae;BOP clade;Oryzoideae;Oryzeae;Oryzinae;Oryza;Oryza sativa;Oryza sativa Indica Group,284,650,8,364
1533,pore,AF-A0A815BRI9-F1-model_v6,1.0,4.67e-26,433720.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Gnathifera;Rotifera;Eurotatoria;Bdelloidea;Adinetida;Adinetidae;Adineta;Adineta steineri,206,638,32,365
1534,pore,AF-A0A1A8QVW0-F1-model_v6,1.0,1.82e-36,451742.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Atherinomorphae;Cyprinodontiformes;Aplocheiloidei;Nothobranchiidae;Nothobranchius;Nothobranchius rachovii,297,612,2,353
1538,pore,AF-A0A1S0U302-F1-model_v6,1.0,5.92e-14,7209.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Spirurina;Spiruromorpha;Filarioidea;Onchocercidae;Loa;Loa loa,2,319,34,327
1539,pore,AF-H3H5Q4-F1-model_v6,1.0,1.9e-13,164328.0,cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Peronosporomycetes;Peronosporales;Peronosporaceae;Phytophthora;Phytophthora ramorum,168,480,9,365
1541,pore,AF-A0A8J4BF05-F1-model_v6,1.0,1.63e-05,51714.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Volvocaceae;Volvox;Volvox africanus,116,622,99,365
1548,pore,AF-A0A813JU87-F1-model_v6,1.0,1.44e-17,89957.0,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Suessiales;Suessiaceae;Polarella;Polarella glacialis,154,512,5,365
1549,pore,AF-A0A7S4UU07-F1-model_v6,1.0,1.2e-15,311494.0,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium monilatum,178,537,8,365
1552,pore,AF-A0AA88VRQ9-F1-model_v6,1.0,8.9e-14,1293975.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;asterids;campanulids;Escalloniales;Escalloniaceae;Escallonia;Escallonia herrerae,220,510,7,365
1554,pore,AF-A0A812NIS7-F1-model_v6,1.0,1.63e-12,878477.0,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Suessiales;Symbiodiniaceae;Symbiodinium;Symbiodinium natans,154,571,8,364
1555,pore,AF-A0A3R7KKV7-F1-model_v6,1.0,1.69e-20,5698.0,cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae;Trypanosoma;Herpetosoma;Trypanosoma rangeli,157,543,4,364
1560,pore,AF-A0A444UXH8-F1-model_v6,1.0,1.9600000000000003e-21,7906.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Chondrostei;Acipenseriformes;Acipenseroidei;Acipenseridae;Acipenserinae;Acipenserini;Acipenser;Acipenser ruthenus,323,567,97,365
1561,pore,AF-A0AAV8VBX7-F1-model_v6,1.0,4.46e-35,1586481.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Polyphaga;Cucujiformia;Chrysomeloidea;Cerambycidae;Lamiinae;Acanthocinini;Exocentrus;Exocentrus adspersus,179,557,2,365
1567,pore,AF-A0A7S4UXM8-F1-model_v6,1.0,0.0117,311494.0,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium monilatum,438,541,274,364
1568,pore,AF-A0A8S4DJ59-F1-model_v6,1.0,4.17e-33,51655.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Amphiesmenoptera;Lepidoptera;Glossata;Neolepidoptera;Heteroneura;Ditrysia;Yponomeutoidea;Plutellidae;Plutella;Plutella xylostella,104,548,2,365
1570,pore,AF-A0A8B9Q8Q4-F1-model_v6,1.0,3.1e-45,8824.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Palaeognathae;Apterygiformes;Apterygidae;Apteryx;Apteryx owenii,24,302,1,275
1577,pore,AF-A0A183JCV8-F1-model_v6,1.0,1.47e-28,6186.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Trematoda;Digenea;Strigeidida;Schistosomatoidea;Schistosomatidae;Schistosoma;Schistosoma curassoni,37,446,2,364
1578,pore,AF-A0A8B9NCQ2-F1-model_v6,1.0,4.6599999999999996e-45,211598.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Accipitrimorphae;Accipitriformes;Accipitridae;Accipitrinae;Accipiter;Accipiter nisus,22,299,2,275
1580,pore,AF-V8PBC7-F1-model_v6,1.0,7.29e-41,8665.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Lepidosauria;Squamata;Bifurcata;Unidentata;Episquamata;Toxicofera;Serpentes;Colubroidea;Elapidae;Elapinae;Ophiophagus;Ophiophagus hannah,168,532,10,365
1581,pore,AF-A0A8J8P6A3-F1-model_v6,1.0,1.25e-18,5974.0,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Stichotrichia;Sporadotrichida;Halteriidae;Halteria;Halteria grandinella,166,527,4,364
1584,pore,AF-B9EX20-F1-model_v6,1.0,2.83e-18,39947.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Poaceae;BOP clade;Oryzoideae;Oryzeae;Oryzinae;Oryza;Oryza sativa;Oryza sativa Japonica Group,160,520,3,364
1585,pore,AF-A0A915E5G3-F1-model_v6,1.0,1.53e-17,166011.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Tylenchina;Tylenchomorpha;Sphaerularioidea;Anguinidae;Anguininae;Ditylenchus;Ditylenchus dipsaci,5,324,45,365
1594,pore,AF-C5KPM3-F1-model_v6,1.0,2.24e-18,423536.0,cellular organisms;Eukaryota;Sar;Alveolata;Perkinsozoa;Perkinsea;Perkinsida;Perkinsidae;Perkinsus;Perkinsus marinus;Perkinsus marinus ATCC 50983,129,459,9,363
1595,pore,AF-A0A9Q1DAC4-F1-model_v6,1.0,2.62e-40,82655.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Elopocephalai;Elopocephala;Elopomorpha;Anguilliformes;Congridae;Congrinae;Conger;Conger conger,48,497,2,365
1598,pore,AF-A0A8C5T3N5-F1-model_v6,1.0,9.28e-43,2593467.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Passeriformes;Meliphagoidea;Maluridae;Malurus;Malurus cyaneus;Malurus cyaneus samueli,1,279,4,281
1603,pore,AF-A0A4S8KCH8-F1-model_v6,1.0,2.87e-08,52838.0,cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Zingiberales;Musaceae;Musa;Musa balbisiana,303,482,178,364
1605,pore,AF-A0A8J2AF74-F1-model_v6,1.0,0.00229,1410381.0,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Syndiniales;Amoebophryaceae;Amoebophrya;unclassified Amoebophrya;Amoebophrya sp. A25,345,455,234,363
1609,pore,AF-A0A6V2RNV9-F1-model_v6,1.0,2.11e-18,2903.0,cellular organisms;Eukaryota;Haptista;Haptophyta;Prymnesiophyceae;Isochrysidales;Noelaerhabdaceae;Emiliania;Emiliania huxleyi,74,460,4,364
1610,pore,AF-A0A9L0IGU7-F1-model_v6,1.0,4.95e-52,9793.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Perissodactyla;Equidae;Equus;Equus asinus,28,307,3,281
1611,pore,AF-A0A3B3S2L7-F1-model_v6,1.0,1e-39,1676925.0,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Osteoglossocephala;Osteoglossomorpha;Osteoglossiformes;Mormyridae;Paramormyrops;Paramormyrops kingsleyae,39,317,1,281
1612,pore,AF-A0A835TIG5-F1-model_v6,1.0,0.00229,2026947.0,cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas schloesseri,357,457,269,365
1613,pore,AF-A0A812V9B3-F1-model_v6,1.0,3.02e-13,2952.0,cellular organisms;Eukaryota;Sar;Alveolata;Dinophyceae;Suessiales;Symbiodiniaceae;Symbiodinium;Symbiodinium pilosum,13,292,109,362
